baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000034206.15	178.860426977528	1.18043946737317	0.192748002809261	6.12426302824684	9.11042914730092e-10	7.59300311607844e-09
ENSMUSG00000037887.11	440.546394418322	0.857531387749133	0.140031388804299	6.12385119558855	9.13402058646394e-10	7.60959926909356e-09
ENSMUSG00000048458.8	646.333631167741	-0.648141119848875	0.105854976866096	-6.12291588962092	9.18782020289103e-10	7.65133851517728e-09
ENSMUSG00000053799.8	156.851889952949	1.14281332524558	0.186720629607411	6.12044490021481	9.33144467601396e-10	7.76781748764687e-09
ENSMUSG00000058159.14	21.7682095937615	4.98772319784401	0.815161290599753	6.11869485874913	9.43448660222202e-10	7.8504340246808e-09
ENSMUSG00000006423.15	798.833529239645	-0.653082691507258	0.106737581368274	-6.11858244430274	9.44114332507528e-10	7.85281426708915e-09
ENSMUSG00000027465.13	1717.70757897177	-0.560409255951846	0.0915940265356707	-6.1184039740146	9.4517210133793e-10	7.85845260782814e-09
ENSMUSG00000030341.17	2721.98329849372	-0.5865546809561	0.0958842519082518	-6.11732030320634	9.51619726478338e-10	7.90888134268016e-09
ENSMUSG00000029413.14	560.340400039024	-0.724150026640508	0.11839728700235	-6.11627212899006	9.57896951364249e-10	7.95785395016902e-09
ENSMUSG00000037225.13	776.740989211751	-0.771163004621491	0.126178001115491	-6.1117072532766	9.85708806901472e-10	8.18561717365068e-09
ENSMUSG00000041025.15	1525.63116984293	0.567122522184386	0.0927990174218058	6.11129878247099	9.88235484743002e-10	8.20330627503762e-09
ENSMUSG00000035916.8	46.7526271218076	-2.02448091722965	0.331322738529674	-6.11029875647469	9.94448033217248e-10	8.25156518858082e-09
ENSMUSG00000053965.10	225.381532210649	-0.914766028020975	0.149719741202833	-6.10985579237475	9.97212053049005e-10	8.27118224914664e-09
ENSMUSG00000025484.9	465.076147626137	-0.804746033979882	0.131735428902707	-6.10880490300166	1.0037994240732e-09	8.32248292039204e-09
ENSMUSG00000027509.11	900.110162163452	0.74525955586282	0.122022745562758	6.10754619907748	1.01174531682408e-09	8.38164342163517e-09
ENSMUSG00000085939.3	1421.77580676373	-0.746636131129303	0.1222475475103	-6.10757554106675	1.01155939167548e-09	8.38164342163517e-09
ENSMUSG00000041406.14	167.459336853831	1.0400688810851	0.170313692969497	6.10678368222209	1.01658869715386e-09	8.41839623271605e-09
ENSMUSG00000038697.15	509.717215508608	0.769850824984035	0.126066535022181	6.10670250315505	1.0171056627427e-09	8.41930681852559e-09
ENSMUSG00000026698.8	560.001511834296	-0.721946297122948	0.118244373232346	-6.10554462244344	1.02450725680302e-09	8.47718284569089e-09
ENSMUSG00000025809.15	28638.2410593312	-0.617236592410383	0.101112573397322	-6.104449443542	1.03155635462965e-09	8.53209706192284e-09
ENSMUSG00000068154.5	19.3892472407269	7.71675057398946	1.26459826334926	6.10213598866713	1.04660267703672e-09	8.6530867214954e-09
ENSMUSG00000052889.11	25.4776464594143	3.98916978215368	0.65375462738286	6.10193735549269	1.04790448399901e-09	8.66038839632584e-09
ENSMUSG00000009614.16	441.979053330697	-0.909292802699497	0.149020305058727	-6.10180473285945	1.04877454832102e-09	8.66411753457216e-09
ENSMUSG00000068417.8	29.5381827181718	2.81929626496434	0.462059919301891	6.10158152047446	1.05024051297374e-09	8.67276457140708e-09
ENSMUSG00000045216.7	838.582668959216	0.620559735478449	0.101713528065417	6.10105408082329	1.05371245683059e-09	8.69796324102059e-09
ENSMUSG00000018012.11	287.633544173468	1.0505656605547	0.172236847622684	6.09954069094528	1.06373679476053e-09	8.77720755341694e-09
ENSMUSG00000025395.14	280.058615546184	1.06414789283372	0.174477840228287	6.09904324492661	1.06705201934409e-09	8.80105186289946e-09
ENSMUSG00000025785.5	318.719597483231	0.831843641339769	0.136393327669689	6.09885876055675	1.06828407289823e-09	8.80770200556903e-09
ENSMUSG00000062901.3	1114.13044773019	-0.641729393110777	0.10524986170373	-6.09719939506616	1.07942844485985e-09	8.89603856986886e-09
ENSMUSG00000025130.11	19107.4228037425	-0.478530648334517	0.0785400659045453	-6.09282208797871	1.10937334676479e-09	9.13918640030918e-09
ENSMUSG00000033653.18	726.727216761415	-0.627083917350043	0.102942081647523	-6.09161877547024	1.11774607634764e-09	9.20449655068759e-09
ENSMUSG00000028692.14	7277.26271255078	-0.488048962621254	0.0801283975678311	-6.09083642547707	1.12322273668499e-09	9.24591545207549e-09
ENSMUSG00000027309.18	1247.29216251837	-0.584219824806217	0.0959228866281298	-6.09051546865034	1.12547708115964e-09	9.26078715229449e-09
ENSMUSG00000037254.18	435.932862640661	-0.765115688864772	0.125648456451571	-6.08933615638704	1.13379830895399e-09	9.32184094555734e-09
ENSMUSG00000089728.3	17.9372160370587	7.61405568171037	1.25038376469843	6.08937503562895	1.13352302333301e-09	9.32184094555734e-09
ENSMUSG00000020737.12	1570.66497384194	0.803824180770084	0.132023013175414	6.08851564160311	1.13962321485e-09	9.36600946459563e-09
ENSMUSG00000027560.4	49.304815110409	-1.89196250566595	0.310822449440653	-6.08695578157458	1.15077735993181e-09	9.45392393469e-09
ENSMUSG00000052310.9	1960.69624124547	-0.585310571216793	0.0961706655549682	-6.08616533783109	1.15647017524637e-09	9.49692022435347e-09
ENSMUSG00000030339.7	1496.43677695316	-0.73714190460783	0.121122980033117	-6.08589637083138	1.15841354262088e-09	9.50533222636079e-09
ENSMUSG00000038151.13	67.0492476015377	1.61946840073557	0.266100488919986	6.08592794138958	1.15818527103558e-09	9.50533222636079e-09
ENSMUSG00000025656.17	288.721701690558	-0.937840650690199	0.154156135579273	-6.08370628367187	1.17435653573956e-09	9.63233120472186e-09
ENSMUSG00000020235.16	897.066185007804	1.02993124644297	0.169344294945318	6.08187743658882	1.18783356707089e-09	9.73901116465656e-09
ENSMUSG00000073002.9	61.4991851863182	-1.73515946291623	0.285372064481179	-6.08034099648417	1.19927225733193e-09	9.82890091726161e-09
ENSMUSG00000020826.9	17.9170010252156	7.60448049996244	1.2507290731712	6.08003816580469	1.20153944580818e-09	9.84358216870811e-09
ENSMUSG00000033364.13	478.515935143637	0.739388705083883	0.121731902310729	6.07391070909696	1.24832157646711e-09	1.02227949844808e-08
ENSMUSG00000061589.14	1061.72291412941	0.723519225292074	0.119146130466749	6.07253649327699	1.25905473747466e-09	1.03066111196679e-08
ENSMUSG00000064225.6	23.0296534409805	5.06531258036122	0.834427069429183	6.07040778749701	1.27585859474918e-09	1.04400359537111e-08
ENSMUSG00000047641.8	25.3007751803474	5.64428035982754	0.929939838443666	6.06951130222975	1.28300063029941e-09	1.04943262310691e-08
ENSMUSG00000072704.6	1257.50812588655	-0.800102201643195	0.131855400448956	-6.06802754319442	1.29490702200978e-09	1.05875283230413e-08
ENSMUSG00000061393.14	35.069181378486	2.33220170867439	0.384421639411013	6.06678050758964	1.30499707634922e-09	1.06658117429316e-08
ENSMUSG00000031990.15	343.20140435646	-0.843759228771934	0.139084794309656	-6.06650952003713	1.30719981480993e-09	1.0675379142976e-08
ENSMUSG00000038007.14	88.2543010282454	1.48804073933218	0.245287391390843	6.06651948514192	1.30711874871173e-09	1.0675379142976e-08
ENSMUSG00000025869.11	587.768362057815	0.755923164441577	0.124620149658889	6.06581814025013	1.31283616881472e-09	1.07171779747835e-08
ENSMUSG00000030522.14	741.736896629378	-0.65055944835274	0.107313292490344	-6.06224479051632	1.34234702395392e-09	1.09537635256453e-08
ENSMUSG00000020964.14	3703.72981605036	-0.484781392524722	0.0800052964464601	-6.05936624269794	1.36658912910141e-09	1.11471856169526e-08
ENSMUSG00000074088.6	637.580214993681	0.724291114289217	0.119534667247127	6.05925570355092	1.36752850855159e-09	1.11504512132039e-08
ENSMUSG00000038379.15	210.089883001231	1.00397406658316	0.165715625022337	6.05841523059657	1.37469159833662e-09	1.1204440663196e-08
ENSMUSG00000040434.16	30.3609879312391	7.40438205542627	1.22223460371841	6.05806940246978	1.37764959225581e-09	1.12241273987411e-08
ENSMUSG00000036995.7	306.433183039253	-0.940351489027029	0.155237689728641	-6.05749474029654	1.38257861246436e-09	1.1259850857259e-08
ENSMUSG00000040003.18	150.234421869048	-1.06873574987468	0.176436983606676	-6.05732272241271	1.38405739246973e-09	1.12674581741947e-08
ENSMUSG00000032939.14	1643.37150642543	0.555189982593697	0.0916953684881324	6.05472219314492	1.40660199138318e-09	1.1446486543569e-08
ENSMUSG00000034850.15	1961.51556138786	-0.528133405727742	0.0872332738854041	-6.05426555951042	1.41059742798456e-09	1.1474486195552e-08
ENSMUSG00000038525.16	531.364059225352	0.795172946762814	0.131359970866492	6.05338857429401	1.41830188816186e-09	1.15326229789765e-08
ENSMUSG00000034435.6	41.7577412313268	2.28441732202876	0.377530350807404	6.0509501213431	1.43994030312839e-09	1.17039705738758e-08
ENSMUSG00000021115.15	360.715067807204	0.82685781256651	0.136711861318089	6.04817902846522	1.46492121190007e-09	1.19023410013216e-08
ENSMUSG00000034780.6	62.6903077418742	-1.61291846613756	0.266780685017809	-6.04585922713968	1.48615818846065e-09	1.20701485223781e-08
ENSMUSG00000039055.4	90.2886535063581	1.45087351328826	0.240262911135967	6.03869114225124	1.55369307612392e-09	1.26136950442306e-08
ENSMUSG00000040205.8	30.5989529890594	7.40693468406868	1.22663762458678	6.03840493361997	1.55645080962747e-09	1.26311264997858e-08
ENSMUSG00000040734.14	466.032660021933	0.966074710055891	0.159996132765426	6.03811288034238	1.55926977593632e-09	1.26490410137328e-08
ENSMUSG00000047412.16	576.970249493649	0.841460294056762	0.139453215934365	6.03399705355526	1.59952981727177e-09	1.29705502940352e-08
ENSMUSG00000022043.19	3309.80052514944	-0.606976895840939	0.100609740402216	-6.03298342103239	1.60959934910249e-09	1.30470893948018e-08
ENSMUSG00000030134.11	36.9869810115969	2.18962783238042	0.362994833467366	6.03211845046073	1.61824088555858e-09	1.31119980253289e-08
ENSMUSG00000045751.16	317.054962150731	0.826052886965208	0.136959670885105	6.03135858626722	1.6258696431818e-09	1.31686528734764e-08
ENSMUSG00000020250.10	4280.09239259829	-0.485997179181083	0.0805851075212382	-6.03085599970191	1.63093467227796e-09	1.32045067047914e-08
ENSMUSG00000044345.9	1563.3915438949	-0.729978499031598	0.121059091012473	-6.02993540531694	1.64025226050967e-09	1.32747489283658e-08
ENSMUSG00000001768.16	922.205782125882	-0.780067247955002	0.129430400226972	-6.02692448286539	1.67109034800162e-09	1.3510699985867e-08
ENSMUSG00000006818.5	887.161447589832	0.642098612200187	0.106536972484283	6.02700261916035	1.67028297615088e-09	1.3510699985867e-08
ENSMUSG00000034120.18	2086.95118682444	0.526190718999444	0.0873070586131137	6.02689779449755	1.67136620244773e-09	1.3510699985867e-08
ENSMUSG00000028884.14	305.171190419886	0.839107936678678	0.139275932817415	6.02478776989213	1.69331670480366e-09	1.36827927170189e-08
ENSMUSG00000031749.12	1749.05266786006	-0.732060469554335	0.121557480337583	-6.02233994585358	1.71913341593646e-09	1.38859796337609e-08
ENSMUSG00000025006.18	359.680212632993	-0.751023035227791	0.124748935386894	-6.02027610815742	1.74119797750046e-09	1.40587124756341e-08
ENSMUSG00000009549.14	1246.20775210096	-0.578393831077937	0.0960929024732116	-6.01911084160643	1.75377751608494e-09	1.41547568075432e-08
ENSMUSG00000044042.19	1111.23643642815	-0.765317950848816	0.127152741990655	-6.01888672526673	1.75620707905196e-09	1.41688376120393e-08
ENSMUSG00000026335.16	4242.57650912622	-0.534425035528579	0.088849458306364	-6.01494984567959	1.79942403070895e-09	1.45118461985362e-08
ENSMUSG00000002365.10	2502.22151557636	-0.567012248877161	0.09429233840907	-6.01334380336695	1.8173503540884e-09	1.46507051538085e-08
ENSMUSG00000028221.3	1226.20458090474	-0.660043044637798	0.109780544625154	-6.01238631937484	1.82812026724361e-09	1.47317864620963e-08
ENSMUSG00000045667.14	21.6557685451964	3.58419255124689	0.59616487220145	6.01208276162195	1.83154769185602e-09	1.47536587047249e-08
ENSMUSG00000009585.18	378.632464918342	0.772697777578444	0.128539967007911	6.01134258522789	1.83993117855412e-09	1.48154209262634e-08
ENSMUSG00000029513.14	586.122352015612	0.756732610388005	0.125895215079043	6.01081311877416	1.84595102019038e-09	1.4858110040334e-08
ENSMUSG00000041617.10	126.598684648621	-1.23631861139121	0.205806903375505	-6.00717755874052	1.88780741107025e-09	1.51891031137298e-08
ENSMUSG00000032517.16	17.9681120050148	7.60800616523115	1.26707204794458	6.00439902180207	1.92041887169839e-09	1.54454839735431e-08
ENSMUSG00000028187.10	425.596994118953	0.787016298891288	0.131094142848221	6.00344364585751	1.9317583440687e-09	1.55306463682103e-08
ENSMUSG00000092417.3	81.8262463463513	1.43575700034877	0.239180588204388	6.00281574323191	1.93924649440412e-09	1.55847913687815e-08
ENSMUSG00000096001.2	27.2175596812624	3.42752725259571	0.571037062367851	6.00228510279735	1.945596771633e-09	1.56297533273787e-08
ENSMUSG00000029869.7	829.3923069343	-1.0281622749376	0.171307010178836	-6.00186923970157	1.9505876423269e-09	1.56637639631887e-08
ENSMUSG00000055184.4	57.8811241737658	1.75330167874565	0.292227066690328	5.9997922115942	1.97570186072858e-09	1.5859281603039e-08
ENSMUSG00000057530.14	3038.90730609543	-0.651081496351352	0.108534892690174	-5.99882194761037	1.9875414157128e-09	1.5948131002884e-08
ENSMUSG00000037455.16	316.612047506226	-0.86806291692041	0.14471021359441	-5.99862922843439	1.98990126794072e-09	1.59608753891515e-08
ENSMUSG00000029326.13	439.535712048904	0.759126409011301	0.126560019924703	5.99815336204073	1.99573996461213e-09	1.60015026775064e-08
ENSMUSG00000037999.13	685.813748863849	0.994630182880755	0.16582758277353	5.99797793735626	1.9978965654233e-09	1.60125875057522e-08
ENSMUSG00000051517.14	71.8924442721174	1.5763984787779	0.262900883149624	5.99617034333327	2.02025104689028e-09	1.61854814701675e-08
ENSMUSG00000021838.17	1543.27458588977	-0.669729420730948	0.111700675944176	-5.99575083203306	2.02547387082867e-09	1.62210423894548e-08
ENSMUSG00000039046.15	801.002777994658	0.706116492943617	0.117775894563964	5.99542457782078	2.02954475520095e-09	1.62473540271234e-08
ENSMUSG00000029464.10	318.273494871628	0.86906203301945	0.144974665705379	5.99457863062487	2.0401373491334e-09	1.63258341215371e-08
ENSMUSG00000027878.11	2633.26210632071	0.571952659259496	0.0954154621536478	5.99433934867369	2.0431432958577e-09	1.63435662096336e-08
ENSMUSG00000062867.13	1372.84723241506	0.758695913138783	0.126587802240472	5.99343617402828	2.0545282319375e-09	1.64282841151369e-08
ENSMUSG00000046169.10	255.031674160015	-0.919627700491162	0.153440928246435	-5.99336637884639	2.05541060067749e-09	1.64289890593565e-08
ENSMUSG00000034112.9	16.9683660457794	7.52949855241888	1.25667191349491	5.99161839423839	2.07762986998047e-09	1.66001743879552e-08
ENSMUSG00000038773.11	1658.02431896335	0.513493340523243	0.0857308870831134	5.9895955587795	2.10363502214516e-09	1.67885007978761e-08
ENSMUSG00000057531.14	769.666210960639	-0.729314750272416	0.121761788482117	-5.98968493616969	2.10247933879536e-09	1.67885007978761e-08
ENSMUSG00000063760.9	563.250597192073	-0.710730790432793	0.118660054840681	-5.98963814222953	2.10308432491868e-09	1.67885007978761e-08
ENSMUSG00000037138.18	124.15358968154	-1.19804101627363	0.200216930323665	-5.98371483538836	2.18105030718882e-09	1.73996169126525e-08
ENSMUSG00000019987.9	26.4257552965182	2.96357699726482	0.495483363787417	5.9811836559185	2.21521933693452e-09	1.76653921371733e-08
ENSMUSG00000030218.2	17799.9858851087	-0.733418876890335	0.122690646004697	-5.97778967487265	2.26185494432111e-09	1.80303396447886e-08
ENSMUSG00000015846.15	1609.9425020831	-0.736361431974107	0.123252727767996	-5.97440271959083	2.30934686322377e-09	1.84018294347639e-08
ENSMUSG00000106933.1	29.5346780371704	2.54380765553717	0.42600957944342	5.97124519796162	2.35449564476745e-09	1.87543692366806e-08
ENSMUSG00000043531.16	136.623024568741	-1.24142539504877	0.207953836074926	-5.96971625280085	2.37666555275145e-09	1.89236734504298e-08
ENSMUSG00000089682.10	867.511544517739	-0.649594099065474	0.108857944041113	-5.96735594069402	2.4112901665708e-09	1.91919770625947e-08
ENSMUSG00000001056.3	862.255468939651	0.789269676884768	0.132301012010925	5.96571156099389	2.4357022715169e-09	1.93788219956148e-08
ENSMUSG00000095123.1	247.262430467242	-0.980484311992596	0.164387335835888	-5.96447595556533	2.45420403381997e-09	1.95185177407151e-08
ENSMUSG00000028020.16	207.790587932166	-1.09846604115558	0.184196464366411	-5.96355660209887	2.46805903141622e-09	1.9621164152143e-08
ENSMUSG00000002718.14	2268.66981122803	0.653669544383038	0.109617584045155	5.96318145557532	2.47373448791286e-09	1.96587290115119e-08
ENSMUSG00000037613.16	751.156198312519	-0.680002888053006	0.114056037006398	-5.96200697394792	2.49158511194402e-09	1.97853856528499e-08
ENSMUSG00000054418.6	19.4849438385366	4.21765277904067	0.707421513665994	5.96200807801841	2.49156827271195e-09	1.97853856528499e-08
ENSMUSG00000017446.14	903.74344316485	-0.739308555437097	0.124048918007171	-5.95981462244081	2.52524232348111e-09	2.00449588271413e-08
ENSMUSG00000034923.9	16.7785021652177	7.51772803647419	1.2614631269736	5.9595305449079	2.52963578700303e-09	2.00721311430551e-08
ENSMUSG00000007682.6	127.5303850094	1.40313353822364	0.235498383466533	5.95814509454177	2.55116968671432e-09	2.02352362497593e-08
ENSMUSG00000003438.17	674.256768081678	0.845651212768298	0.141939213696098	5.95784061886448	2.55592599170691e-09	2.02651916690108e-08
ENSMUSG00000030209.14	21.0996958610675	4.93979313808791	0.82924151535097	5.95700172584483	2.56907530969492e-09	2.03616443894058e-08
ENSMUSG00000042743.13	209.646468774502	1.11769833931546	0.187672190712033	5.95558849222619	2.59137632185368e-09	2.05305287605765e-08
ENSMUSG00000030844.11	98.9166510881459	-1.34158313161653	0.225295739423204	-5.95476476852698	2.60446164180393e-09	2.06262992045773e-08
ENSMUSG00000029178.14	4762.2652539311	0.605182715889484	0.101665288051396	5.95269759707501	2.63758386138303e-09	2.08806198838765e-08
ENSMUSG00000079092.4	33.8233402894711	-2.30224177521279	0.386817387695286	-5.95175358824968	2.65284578761951e-09	2.09934077898612e-08
ENSMUSG00000059669.8	285.766315505057	0.963665262141814	0.161999465715895	5.94857061955893	2.7049418198015e-09	2.13974862273093e-08
ENSMUSG00000041415.10	1810.02117821631	0.536529836641029	0.0902446205112695	5.94528331551939	2.75979101793747e-09	2.18230263750208e-08
ENSMUSG00000079260.3	153.306812824617	1.03674473535511	0.174422266171161	5.94387837122671	2.78356173052529e-09	2.20025823300138e-08
ENSMUSG00000037926.15	341.799970056851	0.801045206240394	0.134769820201127	5.94380258907324	2.78484956513316e-09	2.2004353744975e-08
ENSMUSG00000001604.14	147.809780949936	-1.10364169482495	0.185686954299438	-5.94356075788301	2.78896310234092e-09	2.20284424341444e-08
ENSMUSG00000017801.15	508.98255761364	0.734713412588665	0.123625387876033	5.94306254735805	2.79745630017897e-09	2.20870919944665e-08
ENSMUSG00000022987.12	34.3039719228869	-2.27934335364048	0.38361980401038	-5.94167279637838	2.82128129069554e-09	2.22667015564014e-08
ENSMUSG00000068220.6	22814.5181957697	-0.606210979439334	0.102087190100007	-5.93816892056166	2.8822299495108e-09	2.27390574887797e-08
ENSMUSG00000042042.14	800.600271761667	-0.823572398781131	0.138696140370664	-5.937961911414	2.88587063435561e-09	2.27591002448648e-08
ENSMUSG00000040112.9	380.97871958615	0.800652138462951	0.13486554100155	5.93666945994565	2.9087025386863e-09	2.29304194799028e-08
ENSMUSG00000103189.1	30.2220304229568	7.38666231941291	1.24451640917332	5.93536755720204	2.93187920194533e-09	2.31043250176919e-08
ENSMUSG00000014932.15	1016.2944817631	1.00149469788978	0.168773304702424	5.93396390297379	2.95706871171119e-09	2.32939540633883e-08
ENSMUSG00000067212.8	100.891568353466	-1.43799323255573	0.242378053743457	-5.93285246063473	2.97716366081905e-09	2.34433222260003e-08
ENSMUSG00000048142.9	47.9286588997977	1.93296210936884	0.325821148437055	5.93258638563256	2.98199400469734e-09	2.34724231282988e-08
ENSMUSG00000034765.6	741.286203420435	0.744767963208488	0.125584471888983	5.93041442151276	3.0217104192459e-09	2.37759991375126e-08
ENSMUSG00000032116.18	5924.15201155281	-0.452290372684819	0.07627098871963	-5.93004470346419	3.02852216713476e-09	2.38205359503231e-08
ENSMUSG00000005124.10	2352.51558153798	-0.622193778754672	0.104926057332086	-5.9298309168852	3.03246782727837e-09	2.38425045515319e-08
ENSMUSG00000062661.6	1531.61309789055	-0.582211431211283	0.098186312774945	-5.92965979429112	3.03562968417346e-09	2.38582962183937e-08
ENSMUSG00000028635.7	44.9480797170448	1.90560252900163	0.321401627026733	5.92903821499054	3.04714172417154e-09	2.39396785819265e-08
ENSMUSG00000038604.9	1297.19811239409	-0.736762113740873	0.124289878025094	-5.92777244171177	3.0707162123557e-09	2.41157310435801e-08
ENSMUSG00000039168.15	3900.96146054657	-0.591715225689097	0.0998518766288165	-5.92592994409814	3.10534962259873e-09	2.4378467663407e-08
ENSMUSG00000033102.15	729.586274307898	0.722639442635967	0.12194895046428	5.92575368533112	3.10868261935262e-09	2.43953750621883e-08
ENSMUSG00000022360.8	1039.3458680714	0.766680633179067	0.129392051878809	5.92525291968596	3.11817095374388e-09	2.44512829223449e-08
ENSMUSG00000028152.10	1107.82636864339	-0.576422419556376	0.0972815594244971	-5.92529995372611	3.11727857052332e-09	2.44512829223449e-08
ENSMUSG00000000901.17	617.841306923532	-0.837485841800932	0.141343878439423	-5.92516528517266	3.11983431876262e-09	2.44550559749615e-08
ENSMUSG00000021906.14	274.513292143016	0.96620101057744	0.163078309941056	5.92476713136572	3.1274024451077e-09	2.45050935528401e-08
ENSMUSG00000022307.16	1021.63464485704	-0.646969363967831	0.109200688766717	-5.92459050647507	3.13076546019117e-09	2.45221561187105e-08
ENSMUSG00000054612.4	350.689492478147	-0.933126293097293	0.157522662541292	-5.92375902008823	3.14664468757547e-09	2.46372036363308e-08
ENSMUSG00000025885.18	24.1483246973534	3.00906106741119	0.508005964661414	5.92327900995558	3.15584730535915e-09	2.46999081947255e-08
ENSMUSG00000035365.15	162.486569882013	1.13521247062348	0.191685048129574	5.92227970674117	3.17508980219511e-09	2.48411148442542e-08
ENSMUSG00000031635.14	22.3416036096139	3.34297371112215	0.564486611093215	5.92214880818514	3.17761882001976e-09	2.48515020457197e-08
ENSMUSG00000028555.15	63.8845929072062	1.66719099270917	0.281591420323217	5.92060294591197	3.20763431049479e-09	2.50767661930821e-08
ENSMUSG00000070733.13	1396.7776441259	0.584111494436993	0.0986903384981009	5.9186289491573	3.2463642846099e-09	2.53699628226068e-08
ENSMUSG00000098188.1	269.055786667569	0.935462913146195	0.158060062353079	5.91840151914232	3.25085562216921e-09	2.53954680514321e-08
ENSMUSG00000027833.16	504.252121138401	-0.681210344467882	0.115107472484401	-5.9180375501703	3.25805595164313e-09	2.54421084996941e-08
ENSMUSG00000035842.10	237.42372969284	0.868693623056746	0.14686433806614	5.91493915061623	3.31998297142544e-09	2.59159123573233e-08
ENSMUSG00000042671.12	56.2438043981181	1.73050809471967	0.292588038116844	5.91448681859168	3.3291189574908e-09	2.59774254072631e-08
ENSMUSG00000102918.1	827.298042130309	-0.654887464531285	0.110735922559064	-5.91395682084992	3.33985474172137e-09	2.60513707342565e-08
ENSMUSG00000030835.6	3536.41348492615	0.547472051743064	0.0925807061410982	5.91345729107624	3.35000420870249e-09	2.61206886774292e-08
ENSMUSG00000056214.9	482.503223878688	-0.676772582226699	0.114530190814369	-5.90911948556531	3.43941169957009e-09	2.68077130434464e-08
ENSMUSG00000031996.17	6711.9292408042	-0.496497136483918	0.0840508291767486	-5.90710575192358	3.48170266108444e-09	2.71271191138202e-08
ENSMUSG00000034574.10	1182.70005272086	0.65098529131751	0.110277159823046	5.90317425985673	3.56573284510016e-09	2.77713665789691e-08
ENSMUSG00000033200.16	27.4964841046277	7.26506645770843	1.23088605998901	5.90230622789998	3.58455016289178e-09	2.79074161345801e-08
ENSMUSG00000031465.6	81.8019894555028	-1.39388227136363	0.236178986133366	-5.90180478874835	3.59546444498583e-09	2.79818576030763e-08
ENSMUSG00000055128.15	329.877087661824	-0.788202889257128	0.133558605884698	-5.90155073898861	3.60100641055861e-09	2.80144485177944e-08
ENSMUSG00000023944.14	38195.2262874078	0.497353646048501	0.084278381452522	5.90131938317638	3.60606055318356e-09	2.80326826768715e-08
ENSMUSG00000028121.8	220.494817746021	0.894426659236343	0.151562505039665	5.90137157605217	3.60491975750715e-09	2.80326826768715e-08
ENSMUSG00000038372.14	322.891731923132	-0.779711668928631	0.132165245457655	-5.89952121095591	3.64557909263389e-09	2.83292445943744e-08
ENSMUSG00000026525.9	39.7758326585787	2.75033933360789	0.46638007416205	5.89720591847636	3.69708372134516e-09	2.87186908973887e-08
ENSMUSG00000106734.3	81.8310311957466	-1.41916172334125	0.240695718071944	-5.89608213519221	3.72233739905284e-09	2.89040057945973e-08
ENSMUSG00000024365.9	15.6790572378365	7.41423944836074	1.25759913444782	5.89555069280176	3.73433838501868e-09	2.89863128827379e-08
ENSMUSG00000030161.8	1350.44904447529	-0.629222361143484	0.106746557617026	-5.89454475338628	3.75715762240635e-09	2.91524990911845e-08
ENSMUSG00000073988.13	22.9613096224751	3.14154753942004	0.533079157000951	5.89321022621494	3.78764028571308e-09	2.93780003563033e-08
ENSMUSG00000027324.1	128.94597211197	1.12316304106338	0.190591132111342	5.89304984246194	3.79131986286202e-09	2.93955182470629e-08
ENSMUSG00000045658.16	451.165513855109	-0.95878328316047	0.162719502878058	-5.89224565096529	3.80982241732005e-09	2.95279080272322e-08
ENSMUSG00000027080.6	328.335825036218	0.830957867411713	0.14105204072763	5.89114388650558	3.83531418373663e-09	2.971434801677e-08
ENSMUSG00000029718.14	10861.8795472551	-0.754890909849881	0.128153690107046	-5.89051247154352	3.84999812873957e-09	2.98169454478124e-08
ENSMUSG00000041852.15	1859.66637893764	0.527918774594377	0.0896521271863471	5.88852480317693	3.89658074437438e-09	3.01664181430122e-08
ENSMUSG00000037523.13	753.070517065621	0.703323566703815	0.119468802086968	5.88708980434764	3.93055163443359e-09	3.04180288476967e-08
ENSMUSG00000022452.16	702.441134894794	-0.743474576281965	0.126327500377958	-5.88529476208719	3.97345188940373e-09	3.07385287151105e-08
ENSMUSG00000017969.13	170.443139395219	-1.11944859296135	0.190214462136081	-5.88519180082369	3.97592636331959e-09	3.07461729912632e-08
ENSMUSG00000021326.13	865.51730614636	0.633773999020088	0.107695733448622	5.88485707581385	3.98398119702159e-09	3.07854445429916e-08
ENSMUSG00000022999.15	299.746917622211	0.885536311833554	0.150475780784116	5.88490923402492	3.9827250162859e-09	3.07854445429916e-08
ENSMUSG00000036412.5	300.373270512202	-1.10461684663386	0.187718729101635	-5.88442534168127	3.99439391929029e-09	3.08543811106941e-08
ENSMUSG00000053641.9	833.010248612522	-0.756202134331	0.128517305249004	-5.88404910035927	4.0034898425379e-09	3.09130985004625e-08
ENSMUSG00000020640.10	1702.27564178976	0.605505862480929	0.102919853887678	5.88327557423228	4.0222538068934e-09	3.10463963617153e-08
ENSMUSG00000042682.9	1134.03702671532	-0.562512326076121	0.0956212377760093	-5.88271328796009	4.03594727599474e-09	3.11404719698721e-08
ENSMUSG00000051176.6	15.7535130482547	7.42531810374663	1.26226561434047	5.88253218608535	4.04036733848904e-09	3.11629525592783e-08
ENSMUSG00000039842.15	406.638404755706	0.819681770304087	0.139417507434502	5.87933169504677	4.11926194138963e-09	3.17596170404718e-08
ENSMUSG00000032006.15	249.281241863435	-1.13238544942887	0.192620073950493	-5.87885481613884	4.13114499556382e-09	3.18393686208022e-08
